EmployeeID,Team,Role,Location,CourseTitle,CourseCategory,IsMandatory,EnrollmentDate,CompletionDate,CompletionStatus,Score,DurationMinutes,LastAccessDate,AccessedViaDevice,SkillScore_Communication,SkillScore_TechEfficiency,SkillScore_Teamwork,SkillGapFlag,FeedbackComment,FeedbackRating,UsedScreenReader,Course Completion Time,Average Skill Score,Completion Month
E12877,Finance,Payroll Specialist,Trafford Branch,Payroll Compliance,Compliance,Yes,3-Nov-20,14-Nov-20,Completed,89,72,11-Jan-21,Tablet,5,5,3,No,Needs improvement.,1,Yes,11,7,November
E17910,Repairs,Maintenance Technician,Northfield Office,Manual Handling,Compliance,Yes,22-Nov-21,5-Dec-21,Completed,94,87,16-Jan-22,Tablet,3,3,5,No,Excellent content.,5,Yes,13,1,December
E18289,Repairs,Plumber,Trafford Branch,Manual Handling,Compliance,Yes,4-Apr-23,24-Apr-23,Completed,98,73,28-Jun-23,Desktop,1,5,1,Yes,Great course.,4,Yes,20,5,April
E16818,Housing Management,Lettings Coordinator,Trafford Branch,Safeguarding Adults,Compliance,Yes,16-Jun-20,30-Jun-20,Completed,83,35,17-Jul-20,Mobile,1,2,1,Yes,Needs improvement.,1,Yes,14,2,June
E12085,Housing Management,Lettings Coordinator,Trafford Branch,Safeguarding Adults,Compliance,Yes,17-May-23,26-May-23,Completed,92,101,16-Aug-23,Desktop,1,1,4,Yes,Very useful.,4,Yes,9,-2,May
E12388,Housing Management,Lettings Coordinator,Civic Centre Hub,Safeguarding Adults,Compliance,Yes,31-Jul-20,20-Aug-20,Completed,69,56,7-Oct-20,Desktop,5,3,3,No,Needs improvement.,1,Yes,20,5,August
E18759,Finance,Payroll Specialist,Civic Centre Hub,Payroll Compliance,Compliance,Yes,22-Aug-18,31-Aug-18,Completed,91,78,14-Sep-18,Tablet,5,3,2,Yes,Too basic.,2,Yes,9,6,August
E14395,Repairs,Plumber,Civic Centre Hub,Fire Safety,Compliance,Yes,2-Jan-21,2-Aug-21,Completed,82,51,2-Oct-21,Tablet,3,4,3,No,Too basic.,2,Yes,212,4,August
E16262,Repairs,Maintenance Technician,Northfield Office,Fire Safety,Compliance,Yes,4-Oct-19,11-Oct-19,Completed,97,81,7-Nov-19,Tablet,3,4,2,Yes,Needs improvement.,1,Yes,7,5,October
E12795,Repairs,Electrician,Wythenshawe Central,Fire Safety,Compliance,Yes,2-May-22,20-May-22,Completed,89,40,5-Jul-22,Tablet,4,1,3,Yes,Very useful.,4,Yes,18,2,May
E12037,Repairs,Maintenance Technician,Civic Centre Hub,Manual Handling,Compliance,Yes,27-Mar-20,30-Mar-20,Completed,73,39,3-May-20,Tablet,2,3,5,Yes,Too basic.,2,Yes,3,0,March
E15208,Housing Management,Lettings Coordinator,Civic Centre Hub,Safeguarding Adults,Compliance,Yes,26-Jun-21,28-Jun-21,Completed,87,106,25-Aug-21,Tablet,5,4,3,No,Very useful.,4,Yes,2,6,June
E13228,Repairs,Maintenance Technician,Trafford Branch,Fire Safety,Compliance,Yes,28-Feb-20,4-Mar-20,Completed,100,77,15-May-20,Tablet,4,1,5,Yes,Too basic.,2,Yes,5,0,March
E15995,Finance,Payroll Specialist,Wythenshawe Central,GDPR Basics,Compliance,Yes,18-Nov-21,4-Dec-21,Completed,82,60,3-Mar-22,Desktop,5,3,1,Yes,Very useful.,4,Yes,16,7,December
E15990,Finance,Finance Analyst,Wythenshawe Central,GDPR Basics,Compliance,Yes,11-Dec-24,23-Dec-24,Completed,77,95,6-Jan-25,Tablet,1,3,1,Yes,Needs improvement.,1,Yes,12,3,December
E15995,Finance,Payroll Specialist,Wythenshawe Central,GDPR Basics,Compliance,Yes,2-Sep-22,18-Sep-22,Completed,95,50,24-Oct-22,Mobile,3,5,1,Yes,Very useful.,4,Yes,16,7,September
E13924,Housing Management,Lettings Coordinator,Wythenshawe Central,Safeguarding Adults,Compliance,Yes,9-Nov-21,28-Nov-21,Completed,72,98,20-Dec-21,Mobile,4,2,4,Yes,Excellent content.,5,Yes,19,2,November
E11105,Finance,Accounts Officer,Northfield Office,Payroll Compliance,Compliance,Yes,7-Dec-22,25-Dec-22,Completed,78,50,19-Feb-23,Tablet,5,5,1,Yes,Excellent content.,5,Yes,18,9,December
E13228,Repairs,Maintenance Technician,Trafford Branch,Fire Safety,Compliance,Yes,28-Oct-19,5-Nov-19,Completed,89,98,15-Dec-19,Tablet,3,5,4,No,Great course.,4,Yes,8,4,November
E12699,Finance,Payroll Specialist,Civic Centre Hub,GDPR Basics,Compliance,Yes,12-Jan-22,15-Dec-22,Completed,70,55,19-Mar-23,Mobile,3,5,4,No,Excellent content.,5,Yes,337,4,December
E14000,Finance,Finance Analyst,Civic Centre Hub,GDPR Basics,Compliance,Yes,27-Nov-20,15-Dec-20,Completed,100,41,12-Feb-21,Tablet,1,5,5,Yes,Very useful.,4,Yes,18,1,December
E12333,Housing Management,Housing Officer,Northfield Office,Safeguarding Adults,Compliance,Yes,14-Oct-22,20-Oct-22,Completed,100,92,22-Oct-22,Tablet,3,4,4,No,Great course.,4,Yes,6,3,October
E18857,Housing Management,Lettings Coordinator,Trafford Branch,Safeguarding Adults,Compliance,Yes,12-Jun-19,15-Dec-19,Completed,65,63,1-Jan-20,Desktop,2,5,5,Yes,Great course.,4,Yes,186,2,December
E16188,Finance,Finance Analyst,Northfield Office,Payroll Compliance,Compliance,Yes,23-Mar-21,30-Mar-21,Completed,77,92,6-Jun-21,Desktop,3,2,5,Yes,Very useful.,4,Yes,7,0,March
E18026,Finance,Finance Analyst,Wythenshawe Central,GDPR Basics,Compliance,Yes,5-Jan-24,14-Jan-24,Completed,96,108,1-Apr-24,Mobile,2,4,4,Yes,Too basic.,2,Yes,9,2,January
E19977,Finance,Finance Analyst,Trafford Branch,GDPR Basics,Compliance,Yes,27-Feb-24,3-Mar-24,Completed,92,46,16-Mar-24,Tablet,4,2,1,Yes,Excellent content.,5,Yes,5,5,March
E12271,Finance,Payroll Specialist,Civic Centre Hub,GDPR Basics,Compliance,Yes,24-Feb-24,3-Aug-24,Completed,89,68,26-Aug-24,Desktop,5,5,3,No,Needs improvement.,1,Yes,161,7,August
E18009,Finance,Payroll Specialist,Wythenshawe Central,GDPR Basics,Compliance,Yes,6-Nov-18,23-Nov-18,Completed,80,45,1-Feb-19,Mobile,2,2,1,Yes,Needs improvement.,1,Yes,17,3,November
E19903,Finance,Payroll Specialist,Wythenshawe Central,Payroll Compliance,Compliance,Yes,23-Jun-24,25-Jun-24,Completed,71,40,14-Sep-24,Mobile,4,4,2,Yes,Excellent content.,5,Yes,2,6,June
E17705,Finance,Accounts Officer,Northfield Office,Payroll Compliance,Compliance,Yes,17-Dec-21,31-Dec-21,Completed,81,65,20-Feb-22,Mobile,3,1,3,Yes,Great course.,4,Yes,14,1,December
E18289,Repairs,Plumber,Trafford Branch,Manual Handling,Compliance,Yes,22-Mar-23,26-Mar-23,Completed,93,116,21-Jun-23,Mobile,3,1,3,Yes,Excellent content.,5,Yes,4,1,March
E19320,Housing Management,Lettings Coordinator,Trafford Branch,Safeguarding Adults,Compliance,Yes,30-Mar-24,9-Apr-24,Completed,86,31,16-May-24,Tablet,2,5,2,Yes,Great course.,4,Yes,10,5,April
E18990,Repairs,Maintenance Technician,Civic Centre Hub,Manual Handling,Compliance,Yes,26-Mar-23,6-Apr-23,Completed,94,47,13-Apr-23,Mobile,1,2,1,Yes,Excellent content.,5,Yes,11,2,April
E13924,Housing Management,Lettings Coordinator,Wythenshawe Central,Safeguarding Adults,Compliance,Yes,8-Jul-21,15-Jul-21,Completed,61,66,4-Sep-21,Desktop,1,5,1,Yes,Excellent content.,5,Yes,7,5,July
E11720,Finance,Finance Analyst,Trafford Branch,Payroll Compliance,Compliance,Yes,23-Jul-23,3-Aug-23,Completed,85,59,15-Oct-23,Desktop,2,3,2,Yes,Excellent content.,5,Yes,11,3,August
E19743,Housing Management,Housing Officer,Trafford Branch,Safeguarding Adults,Compliance,Yes,5-May-20,16-May-20,Completed,61,68,22-Jun-20,Tablet,5,2,2,Yes,Great course.,4,Yes,11,5,May
E13230,Finance,Finance Analyst,Civic Centre Hub,Payroll Compliance,Compliance,Yes,17-Mar-22,4-Apr-22,Completed,60,59,11-Apr-22,Tablet,4,3,5,No,Very useful.,4,Yes,18,2,April
E18018,Finance,Accounts Officer,Wythenshawe Central,Payroll Compliance,Compliance,Yes,5-Feb-21,5-Apr-21,Completed,87,65,26-Apr-21,Tablet,4,5,5,No,Excellent content.,5,Yes,59,4,April
E12699,Finance,Payroll Specialist,Civic Centre Hub,GDPR Basics,Compliance,Yes,20-Nov-22,4-Dec-22,Completed,73,105,9-Jan-23,Tablet,4,4,1,Yes,Needs improvement.,1,Yes,14,7,December
E11765,Repairs,Plumber,Northfield Office,Manual Handling,Compliance,Yes,1-May-23,8-May-23,Completed,77,113,6-Jul-23,Tablet,2,2,2,Yes,Needs improvement.,1,Yes,7,2,May
E11720,Finance,Finance Analyst,Trafford Branch,Payroll Compliance,Compliance,Yes,18-Aug-23,31-Aug-23,Completed,75,31,6-Oct-23,Tablet,4,2,5,Yes,Excellent content.,5,Yes,13,1,August
E16262,Repairs,Maintenance Technician,Northfield Office,Fire Safety,Compliance,Yes,2-Jul-19,13-Jul-19,Completed,93,105,11-Aug-19,Tablet,4,2,3,Yes,Needs improvement.,1,Yes,11,3,July
E11720,Finance,Finance Analyst,Trafford Branch,Payroll Compliance,Compliance,Yes,16-Oct-23,1-Nov-23,Completed,82,92,3-Nov-23,Desktop,4,4,1,Yes,Needs improvement.,1,Yes,16,7,November
E16085,Housing Management,Lettings Coordinator,Trafford Branch,Safeguarding Adults,Compliance,Yes,29-Dec-24,6-Jan-25,Completed,98,61,5-Apr-25,Desktop,2,2,4,Yes,Very useful.,4,Yes,8,0,January
E12289,Finance,Accounts Officer,Wythenshawe Central,Payroll Compliance,Compliance,Yes,21-Nov-19,7-Dec-19,Completed,74,104,30-Jan-20,Mobile,2,3,2,Yes,Excellent content.,5,Yes,16,3,December
E14291,Housing Management,Lettings Coordinator,Wythenshawe Central,Safeguarding Adults,Compliance,Yes,12-Dec-24,30-Dec-24,Completed,75,83,3-Apr-25,Mobile,3,5,4,No,Very useful.,4,Yes,18,4,December
E11765,Repairs,Plumber,Northfield Office,Manual Handling,Compliance,Yes,13-Jun-23,15-Jun-23,Completed,81,50,28-Jun-23,Tablet,2,2,2,Yes,Excellent content.,5,Yes,2,2,June
E17403,Repairs,Maintenance Technician,Civic Centre Hub,Manual Handling,Compliance,Yes,2-Jun-21,20-Jun-21,Completed,99,71,25-Sep-21,Tablet,3,3,2,Yes,Very useful.,4,Yes,18,4,June
E18787,Housing Management,Lettings Coordinator,Civic Centre Hub,Safeguarding Adults,Compliance,Yes,23-Mar-22,29-Mar-22,Completed,84,64,28-May-22,Desktop,3,5,1,Yes,Needs improvement.,1,Yes,6,7,March
E12670,Finance,Accounts Officer,Civic Centre Hub,Payroll Compliance,Compliance,Yes,15-Jul-20,27-Jul-20,Completed,81,36,11-Aug-20,Tablet,4,1,1,Yes,Excellent content.,5,Yes,12,4,July
E18733,Housing Management,Housing Officer,Trafford Branch,Safeguarding Adults,Compliance,Yes,1-Mar-20,1-Oct-20,Completed,100,73,27-Oct-20,Desktop,3,5,4,No,Too basic.,2,Yes,214,4,October
E18759,Finance,Payroll Specialist,Civic Centre Hub,Payroll Compliance,Compliance,Yes,25-Aug-18,13-Sep-18,Completed,92,100,12-Oct-18,Mobile,1,4,1,Yes,Needs improvement.,1,Yes,19,4,September
E17629,Repairs,Maintenance Technician,Wythenshawe Central,Manual Handling,Compliance,Yes,20-Jun-23,7-Jul-23,Completed,63,33,31-Aug-23,Mobile,2,5,4,Yes,Too basic.,2,Yes,17,3,July
E19977,Finance,Finance Analyst,Trafford Branch,GDPR Basics,Compliance,Yes,2-Apr-24,15-Apr-24,Completed,81,98,20-May-24,Tablet,4,2,5,Yes,Very useful.,4,Yes,13,1,April
E12037,Repairs,Maintenance Technician,Civic Centre Hub,Manual Handling,Compliance,Yes,21-Jun-20,25-Jun-20,Completed,86,61,30-Jun-20,Desktop,3,5,2,Yes,Excellent content.,5,Yes,4,6,June
E14000,Finance,Finance Analyst,Civic Centre Hub,GDPR Basics,Compliance,Yes,18-Aug-20,20-Aug-20,Completed,80,73,1-Sep-20,Desktop,4,5,2,Yes,Excellent content.,5,Yes,2,7,August
E19903,Finance,Payroll Specialist,Wythenshawe Central,Payroll Compliance,Compliance,Yes,18-Jul-24,5-Aug-24,Completed,83,72,8-Oct-24,Mobile,5,5,4,No,Needs improvement.,1,Yes,18,6,August
E18720,Finance,Accounts Officer,Northfield Office,GDPR Basics,Compliance,Yes,22-Dec-19,26-Dec-19,Completed,79,94,28-Mar-20,Tablet,1,3,2,Yes,Great course.,4,Yes,4,2,December
E11759,Finance,Accounts Officer,Wythenshawe Central,Payroll Compliance,Compliance,Yes,22-Jul-24,30-Jul-24,Completed,95,114,31-Aug-24,Mobile,3,3,5,No,Great course.,4,Yes,8,1,July
E14291,Housing Management,Lettings Coordinator,Wythenshawe Central,Safeguarding Adults,Compliance,Yes,10-Mar-24,28-Mar-24,Completed,91,39,20-May-24,Mobile,4,2,3,Yes,Too basic.,2,Yes,18,3,March
E18720,Finance,Accounts Officer,Northfield Office,GDPR Basics,Compliance,Yes,12-Jan-19,12-Sep-19,Completed,72,71,9-Nov-19,Desktop,4,4,2,Yes,Very useful.,4,Yes,243,6,September
E15886,Repairs,Plumber,Trafford Branch,Fire Safety,Compliance,Yes,29-Jul-20,10-Aug-20,Completed,85,87,10-Sep-20,Mobile,2,5,2,Yes,Needs improvement.,1,Yes,12,5,August
E18026,Finance,Finance Analyst,Wythenshawe Central,GDPR Basics,Compliance,Yes,12-Aug-24,26-Dec-24,Completed,73,55,2-Feb-25,Mobile,5,1,2,Yes,Great course.,4,Yes,136,4,December
E11830,Finance,Payroll Specialist,Northfield Office,GDPR Basics,Compliance,Yes,25-Aug-21,8-Sep-21,Completed,68,100,24-Sep-21,Mobile,5,1,1,Yes,Great course.,4,Yes,14,5,September
E18990,Repairs,Maintenance Technician,Civic Centre Hub,Manual Handling,Compliance,Yes,22-Jan-23,27-Jan-23,Completed,71,38,20-Apr-23,Mobile,5,2,5,Yes,Needs improvement.,1,Yes,5,2,January
E15887,Housing Management,Tenancy Support Officer,Wythenshawe Central,Safeguarding Adults,Compliance,Yes,16-Mar-19,29-Mar-19,Completed,74,34,1-May-19,Mobile,5,1,1,Yes,Great course.,4,Yes,13,5,March
E12699,Finance,Payroll Specialist,Civic Centre Hub,GDPR Basics,Compliance,Yes,20-Sep-22,30-Sep-22,Completed,62,44,3-Dec-22,Tablet,5,3,5,No,Too basic.,2,Yes,10,3,September
E11830,Finance,Payroll Specialist,Northfield Office,GDPR Basics,Compliance,Yes,10-Sep-21,10-Dec-21,Completed,61,71,12-Jan-22,Tablet,4,3,1,Yes,Great course.,4,Yes,91,6,December
E17629,Repairs,Maintenance Technician,Wythenshawe Central,Manual Handling,Compliance,Yes,27-Mar-23,16-Apr-23,Completed,82,90,29-Apr-23,Tablet,5,1,4,Yes,Very useful.,4,Yes,20,2,April
E19845,Repairs,Electrician,Civic Centre Hub,Fire Safety,Compliance,Yes,20-May-22,3-Jun-22,Completed,98,41,18-Jul-22,Tablet,2,4,5,Yes,Excellent content.,5,Yes,14,1,June
E12388,Housing Management,Lettings Coordinator,Civic Centre Hub,Safeguarding Adults,Compliance,Yes,10-Aug-20,13-Aug-20,Completed,96,94,4-Nov-20,Desktop,3,5,4,No,Excellent content.,5,Yes,3,4,August
E12037,Repairs,Maintenance Technician,Civic Centre Hub,Manual Handling,Compliance,Yes,17-Jul-20,31-Jul-20,Completed,75,65,29-Aug-20,Desktop,5,2,3,Yes,Needs improvement.,1,Yes,14,4,July
E16085,Housing Management,Lettings Coordinator,Trafford Branch,Safeguarding Adults,Compliance,Yes,17-Mar-25,4-Jun-25,Completed,95,73,20-Jun-25,Mobile,5,2,2,Yes,Very useful.,4,Yes,79,5,June
E18018,Finance,Accounts Officer,Wythenshawe Central,Payroll Compliance,Compliance,Yes,15-Mar-21,21-Mar-21,Completed,67,71,29-Jun-21,Desktop,5,1,5,Yes,Great course.,4,Yes,6,1,March
E18583,Finance,Payroll Specialist,Trafford Branch,GDPR Basics,Compliance,Yes,4-Sep-22,23-Sep-22,Completed,86,96,12-Dec-22,Mobile,4,5,3,No,Excellent content.,5,Yes,19,6,September
E11768,Repairs,Plumber,Civic Centre Hub,Fire Safety,Compliance,Yes,30-Mar-24,17-Apr-24,Completed,81,30,25-May-24,Tablet,5,4,5,No,Very useful.,4,Yes,18,4,April
E14946,IT,Network Technician,Civic Centre Hub,Data Protection,Systems Training,No,17-Feb-20,22-Feb-20,Completed,85,91,6-Apr-20,Tablet,3,3,5,No,Needs improvement.,1,No,5,1,February
E19925,Customer Support,Contact Centre Agent,Civic Centre Hub,Handling Difficult Conversations,Soft Skills,No,19-Dec-18,2-Jan-19,Completed,86,100,12-Mar-19,Tablet,4,3,4,No,Needs improvement.,1,No,14,3,January
E18027,Finance,Finance Analyst,Trafford Branch,Payroll Compliance,Compliance,No,28-Oct-18,6-Nov-18,Completed,94,32,1-Dec-18,Desktop,3,5,3,No,Very useful.,4,No,9,5,November
E12884,Housing Management,Housing Officer,Civic Centre Hub,Conflict Resolution,Soft Skills,No,21-Oct-23,31-Oct-23,Completed,86,44,17-Dec-23,Desktop,3,4,5,No,Very useful.,4,No,10,2,October
E16053,Finance,Payroll Specialist,Wythenshawe Central,GDPR Basics,Compliance,No,26-Jul-18,14-Aug-18,Completed,79,55,19-Oct-18,Mobile,5,3,4,No,Very useful.,4,No,19,4,August
E11563,Customer Support,Customer Service Advisor,Northfield Office,Effective Communication,Soft Skills,No,18-Sep-18,27-Sep-18,Completed,91,32,21-Oct-18,Tablet,4,5,3,No,Too basic.,2,No,9,6,September
E17396,IT,Systems Analyst,Wythenshawe Central,Data Protection,Systems Training,No,27-Feb-19,1-Mar-19,Completed,92,104,13-Mar-19,Tablet,3,3,5,No,Excellent content.,5,Yes,2,1,March
E14432,IT,IT Support Officer,Trafford Branch,System Troubleshooting,Systems Training,No,16-May-22,31-May-22,Completed,91,108,3-Sep-22,Desktop,3,3,4,No,Too basic.,2,Yes,15,2,May
E15392,IT,IT Support Officer,Trafford Branch,Cybersecurity Essentials,Systems Training,No,6-Jul-23,10-Jul-23,Completed,67,70,22-Jul-23,Mobile,4,5,4,No,Too basic.,2,No,4,5,July
E17257,Housing Management,Lettings Coordinator,Northfield Office,Conflict Resolution,Soft Skills,No,3-Nov-19,23-Nov-19,Completed,63,72,22-Dec-19,Desktop,3,4,3,No,Excellent content.,5,No,20,4,November
E12037,Repairs,Maintenance Technician,Civic Centre Hub,Manual Handling,Compliance,No,19-May-20,5-Jun-20,Completed,86,115,9-Sep-20,Desktop,5,4,4,No,Great course.,4,Yes,17,5,June
E17248,Repairs,Electrician,Wythenshawe Central,Electrical Safety,Health & Safety,No,25-Aug-22,31-Aug-22,Completed,77,42,23-Nov-22,Mobile,5,5,4,No,Too basic.,2,No,6,6,August
E12311,IT,Network Technician,Civic Centre Hub,Cybersecurity Essentials,Systems Training,No,29-Jan-20,1-Feb-20,Completed,65,104,1-Apr-20,Mobile,3,5,4,No,Great course.,4,No,3,4,February
E15333,Customer Support,Contact Centre Agent,Wythenshawe Central,Customer Service Skills,Soft Skills,No,9-Apr-24,14-Apr-24,Completed,78,102,22-May-24,Mobile,5,5,4,No,Excellent content.,5,No,5,6,April
E13767,Repairs,Maintenance Technician,Wythenshawe Central,Electrical Safety,Health & Safety,No,15-Jul-23,21-Jul-23,Completed,84,59,1-Aug-23,Tablet,5,4,5,No,Excellent content.,5,No,6,4,July
E11370,Housing Management,Lettings Coordinator,Northfield Office,Conflict Resolution,Soft Skills,No,22-Mar-19,25-Mar-19,Completed,67,107,28-Jun-19,Desktop,5,4,3,No,Too basic.,2,No,3,6,March
E15115,Finance,Accounts Officer,Civic Centre Hub,Financial Regulations,Finance,No,24-Aug-21,27-Aug-21,Completed,91,100,24-Oct-21,Tablet,4,4,3,No,Too basic.,2,No,3,5,August
E19631,Customer Support,Contact Centre Agent,Wythenshawe Central,Customer Service Skills,Soft Skills,No,16-Jul-23,3-Aug-23,Completed,80,80,18-Oct-23,Desktop,3,5,5,No,Great course.,4,No,18,3,August
E18081,Customer Support,Contact Centre Agent,Civic Centre Hub,Customer Service Skills,Soft Skills,No,18-Mar-22,20-Mar-22,Completed,71,50,19-Jun-22,Desktop,4,5,5,No,Great course.,4,No,2,4,March
E17512,Repairs,Electrician,Civic Centre Hub,Fire Safety,Compliance,No,24-Dec-23,5-Jan-24,Completed,99,79,30-Jan-24,Desktop,5,3,3,No,Needs improvement.,1,No,12,5,January
E17509,Customer Support,Support Specialist,Civic Centre Hub,Customer Service Skills,Soft Skills,No,24-Feb-23,5-Mar-23,Completed,94,37,11-Jun-23,Mobile,5,3,3,No,Great course.,4,No,9,5,March
E11199,Repairs,Electrician,Northfield Office,Fire Safety,Compliance,No,25-Oct-20,11-Nov-20,Completed,68,96,6-Feb-21,Desktop,4,3,5,No,Great course.,4,No,17,2,November
E13148,Customer Support,Contact Centre Agent,Northfield Office,Customer Service Skills,Soft Skills,No,19-Jul-20,8-Aug-20,Completed,79,112,26-Aug-20,Mobile,3,5,5,No,Great course.,4,No,20,3,August
E17579,Customer Support,Customer Service Advisor,Wythenshawe Central,Effective Communication,Soft Skills,No,7-Oct-19,13-Oct-19,Completed,95,66,4-Nov-19,Tablet,4,3,3,No,Excellent content.,5,No,6,4,October
E13598,Repairs,Electrician,Trafford Branch,Electrical Safety,Health & Safety,No,6-Oct-19,20-Oct-19,Completed,78,115,29-Oct-19,Desktop,3,5,3,No,Great course.,4,Yes,14,5,October
E14136,Repairs,Plumber,Northfield Office,Fire Safety,Compliance,No,10-Mar-18,29-Mar-18,Completed,63,49,4-Jun-18,Tablet,5,4,4,No,Too basic.,2,No,19,5,March
E13026,Housing Management,Housing Officer,Trafford Branch,Tenant Rights & Responsibilities,Organizational Onboarding,No,29-Jun-24,3-Jul-24,Completed,76,73,2-Aug-24,Tablet,4,4,5,No,Great course.,4,No,4,3,July
E16838,Repairs,Electrician,Civic Centre Hub,Electrical Safety,Health & Safety,No,27-Jan-20,30-Jan-20,Completed,90,54,14-Mar-20,Tablet,4,5,5,No,Too basic.,2,Yes,3,4,January
E13525,Facilities,Building Services Assistant,Trafford Branch,Health & Safety Basics,Health & Safety,No,1-Feb-24,18-Feb-24,Completed,91,63,1-May-24,Tablet,4,3,4,No,Very useful.,4,No,17,3,February
E12001,IT,IT Support Officer,Northfield Office,System Troubleshooting,Systems Training,No,3-Jun-19,13-Jun-19,Completed,69,84,17-Jul-19,Mobile,4,5,3,No,Needs improvement.,1,Yes,10,6,June
E14324,Customer Support,Support Specialist,Civic Centre Hub,Customer Service Skills,Soft Skills,No,11-Mar-20,19-Mar-20,Completed,82,92,23-Jun-20,Desktop,4,3,5,No,Great course.,4,No,8,2,March
E18964,Facilities,Cleaner,Northfield Office,Health & Safety Basics,Health & Safety,No,21-Oct-21,29-Oct-21,Completed,80,112,20-Dec-21,Tablet,4,3,4,No,Very useful.,4,No,8,3,October
E11065,Facilities,Building Services Assistant,Wythenshawe Central,Building Maintenance,Health & Safety,No,18-Dec-21,23-Dec-21,Completed,68,88,19-Jan-22,Tablet,4,4,5,No,Excellent content.,5,No,5,3,December
E11496,Facilities,Cleaner,Northfield Office,Cleaning Protocols,Health & Safety,No,19-Jan-24,3-Feb-24,Completed,60,94,23-Apr-24,Desktop,4,3,3,No,Very useful.,4,Yes,15,4,February
E18922,Facilities,Building Services Assistant,Northfield Office,Cleaning Protocols,Health & Safety,No,10-May-20,13-May-20,Completed,74,41,15-May-20,Tablet,5,4,4,No,Very useful.,4,Yes,3,5,May
E18160,IT,Network Technician,Civic Centre Hub,Cybersecurity Essentials,Systems Training,No,2-Aug-23,5-Aug-23,Completed,92,110,2-Oct-23,Desktop,4,3,5,No,Great course.,4,No,3,2,August
E18174,Repairs,Plumber,Civic Centre Hub,Manual Handling,Compliance,No,23-Sep-21,3-Oct-21,Completed,63,37,29-Oct-21,Mobile,4,4,4,No,Great course.,4,No,10,4,October
E16805,Housing Management,Lettings Coordinator,Trafford Branch,Conflict Resolution,Soft Skills,No,7-Jun-22,15-Jun-22,Completed,82,73,31-Jul-22,Mobile,3,5,5,No,Excellent content.,5,No,8,3,June
E13992,Facilities,Building Services Assistant,Northfield Office,Cleaning Protocols,Health & Safety,No,22-Mar-19,31-Mar-19,Completed,92,85,26-Jun-19,Mobile,3,4,5,No,Very useful.,4,Yes,9,2,March
E17570,Housing Management,Lettings Coordinator,Wythenshawe Central,Tenant Rights & Responsibilities,Organizational Onboarding,No,24-Feb-19,8-Mar-19,Completed,76,105,11-May-19,Desktop,3,3,3,No,Too basic.,2,No,12,3,March
E11069,Facilities,Cleaner,Civic Centre Hub,Health & Safety Basics,Health & Safety,No,15-Nov-24,26-Nov-24,Completed,100,31,29-Nov-24,Desktop,4,4,4,No,Great course.,4,Yes,11,4,November
E15045,Housing Management,Lettings Coordinator,Civic Centre Hub,Conflict Resolution,Soft Skills,No,26-Jun-24,12-Jul-24,Completed,77,38,17-Aug-24,Mobile,5,3,4,No,Needs improvement.,1,No,16,4,July
E19508,IT,Network Technician,Civic Centre Hub,System Troubleshooting,Systems Training,No,4-Sep-19,16-Sep-19,Completed,82,67,27-Sep-19,Desktop,3,5,4,No,Excellent content.,5,No,12,4,September
E16074,IT,Systems Analyst,Civic Centre Hub,System Troubleshooting,Systems Training,No,18-Mar-19,5-Apr-19,Completed,93,64,21-May-19,Tablet,5,3,5,No,Very useful.,4,No,18,3,April
E11419,IT,Systems Analyst,Civic Centre Hub,Data Protection,Systems Training,No,24-May-18,8-Jun-18,Completed,83,67,30-Jun-18,Desktop,5,3,5,No,Excellent content.,5,No,15,3,June
E13965,Repairs,Electrician,Trafford Branch,Electrical Safety,Health & Safety,No,24-Jul-20,30-Jul-20,Completed,78,111,28-Aug-20,Desktop,4,3,4,No,Too basic.,2,No,6,3,July
E18044,Repairs,Maintenance Technician,Trafford Branch,Manual Handling,Compliance,No,5-Sep-18,11-Sep-18,Completed,90,59,1-Nov-18,Desktop,5,3,3,No,Needs improvement.,1,No,6,5,September
E14616,Housing Management,Lettings Coordinator,Wythenshawe Central,Conflict Resolution,Soft Skills,No,30-Dec-23,16-Jan-24,Completed,70,55,22-Feb-24,Tablet,4,5,1,Yes,Too basic.,2,Yes,17,8,January
E15622,Customer Support,Customer Service Advisor,Trafford Branch,Customer Service Skills,Soft Skills,No,24-Mar-22,10-Apr-22,Completed,95,32,12-May-22,Mobile,2,3,3,Yes,Too basic.,2,Yes,17,2,April
E18990,Repairs,Maintenance Technician,Civic Centre Hub,Manual Handling,Compliance,No,14-Jan-23,26-Jan-23,Completed,77,78,15-Apr-23,Mobile,2,5,5,Yes,Too basic.,2,Yes,12,2,January
E14391,IT,Network Technician,Wythenshawe Central,Data Protection,Systems Training,No,27-Aug-20,29-Aug-20,Completed,74,55,7-Sep-20,Desktop,1,4,4,Yes,Great course.,4,Yes,2,1,August
E15685,Customer Support,Contact Centre Agent,Wythenshawe Central,Effective Communication,Soft Skills,No,14-Mar-21,1-Apr-21,Completed,83,118,16-May-21,Desktop,4,2,2,Yes,Needs improvement.,1,Yes,18,4,April
E13293,Housing Management,Housing Officer,Trafford Branch,Tenant Rights & Responsibilities,Organizational Onboarding,No,7-Apr-24,19-Apr-24,Completed,62,81,23-Jun-24,Mobile,2,1,2,Yes,Needs improvement.,1,Yes,12,1,April
